time,open,high,low,close,volume,prev_close,tr,max_20_donchian,min_20_donchian,max_10_donchian,min_10_donchian
2024-11-21 00:00:00+00:00,10509.00000000,10509.00000000,10509.00000000,10509.00000000,1,,0E-8,,,,
2024-11-22 00:00:00+00:00,10509.00000000,10509.00000000,10509.00000000,10509.00000000,1,10509.00000000,0E-8,,,,
2024-11-25 00:00:00+00:00,10400.00000000,10420.00000000,10400.00000000,10420.00000000,4,10509.00000000,109.00000000,,,,
2024-11-26 00:00:00+00:00,10420.00000000,10420.00000000,10400.00000000,10400.00000000,51,10420.00000000,20.00000000,,,,
2024-11-27 00:00:00+00:00,10420.00000000,10420.00000000,10420.00000000,10420.00000000,1,10400.00000000,20.00000000,,,,
2024-11-28 00:00:00+00:00,10420.00000000,10525.00000000,10340.00000000,10340.00000000,11,10420.00000000,185.00000000,,,,
2024-11-29 00:00:00+00:00,10340.00000000,10380.00000000,10340.00000000,10367.00000000,123,10340.00000000,40.00000000,,,,
2024-12-02 00:00:00+00:00,10382.00000000,10382.00000000,10370.00000000,10371.00000000,118,10367.00000000,15.00000000,,,,
2024-12-03 00:00:00+00:00,10370.00000000,10378.00000000,10352.00000000,10352.00000000,256,10371.00000000,26.00000000,,,,
2024-12-04 00:00:00+00:00,10349.00000000,10390.00000000,10316.00000000,10316.00000000,688,10352.00000000,74.00000000,,,10525.0,10316.0
2024-12-05 00:00:00+00:00,10330.00000000,10365.00000000,10315.00000000,10365.00000000,1093,10316.00000000,50.00000000,,,10525.0,10315.0
2024-12-06 00:00:00+00:00,10372.00000000,10401.00000000,10370.00000000,10374.00000000,46,10365.00000000,36.00000000,,,10525.0,10315.0
2024-12-09 00:00:00+00:00,10379.00000000,10433.00000000,10367.00000000,10405.00000000,163,10374.00000000,66.00000000,,,10525.0,10315.0
2024-12-10 00:00:00+00:00,10410.00000000,10410.00000000,10380.00000000,10381.00000000,118,10405.00000000,30.00000000,,,10525.0,10315.0
2024-12-11 00:00:00+00:00,10392.00000000,10400.00000000,10324.00000000,10326.00000000,143,10381.00000000,76.00000000,,,10525.0,10315.0
2024-12-12 00:00:00+00:00,10360.00000000,10363.00000000,10315.00000000,10338.00000000,247,10326.00000000,48.00000000,,,10433.0,10315.0
2024-12-13 00:00:00+00:00,10329.00000000,10339.00000000,10302.00000000,10338.00000000,257,10338.00000000,37.00000000,,,10433.0,10302.0
2024-12-16 00:00:00+00:00,10325.00000000,10325.00000000,10239.00000000,10245.00000000,1801,10338.00000000,99.00000000,,,10433.0,10239.0
2024-12-17 00:00:00+00:00,10247.00000000,10265.00000000,10235.00000000,10254.00000000,1140,10245.00000000,30.00000000,,,10433.0,10235.0
2024-12-18 00:00:00+00:00,10258.00000000,10365.00000000,10250.00000000,10347.00000000,437,10254.00000000,115.00000000,10525.0,10235.0,10433.0,10235.0
2024-12-19 00:00:00+00:00,10340.00000000,10415.00000000,10329.00000000,10347.00000000,801,10347.00000000,86.00000000,10525.0,10235.0,10433.0,10235.0
2024-12-20 00:00:00+00:00,10347.00000000,10860.00000000,10210.00000000,10847.00000000,5421,10347.00000000,650.00000000,10860.0,10210.0,10860.0,10210.0
2024-12-23 00:00:00+00:00,10848.00000000,11249.00000000,10840.00000000,11229.00000000,6304,10847.00000000,409.00000000,11249.0,10210.0,11249.0,10210.0
2024-12-24 00:00:00+00:00,11220.00000000,11235.00000000,11068.00000000,11070.00000000,2451,11229.00000000,167.00000000,11249.0,10210.0,11249.0,10210.0
2024-12-25 00:00:00+00:00,11071.00000000,11211.00000000,11029.00000000,11070.00000000,1752,11070.00000000,182.00000000,11249.0,10210.0,11249.0,10210.0
2024-12-26 00:00:00+00:00,11080.00000000,11125.00000000,11080.00000000,11107.00000000,673,11070.00000000,55.00000000,11249.0,10210.0,11249.0,10210.0
2024-12-27 00:00:00+00:00,11125.00000000,11150.00000000,11065.00000000,11099.00000000,1121,11107.00000000,85.00000000,11249.0,10210.0,11249.0,10210.0
2024-12-28 00:00:00+00:00,11112.00000000,11135.00000000,11085.00000000,11110.00000000,1084,11099.00000000,50.00000000,11249.0,10210.0,11249.0,10210.0
2024-12-30 00:00:00+00:00,11110.00000000,11147.00000000,11081.00000000,11093.00000000,1082,11110.00000000,66.00000000,11249.0,10210.0,11249.0,10210.0
2025-01-03 00:00:00+00:00,11085.00000000,11101.00000000,11011.00000000,11046.00000000,738,11093.00000000,90.00000000,11249.0,10210.0,11249.0,10210.0
2025-01-06 00:00:00+00:00,11046.00000000,11046.00000000,10982.00000000,11012.00000000,397,11046.00000000,64.00000000,11249.0,10210.0,11249.0,10210.0
2025-01-08 00:00:00+00:00,11012.00000000,11040.00000000,11000.00000000,11015.00000000,853,11012.00000000,40.00000000,11249.0,10210.0,11249.0,10840.0
2025-01-09 00:00:00+00:00,11023.00000000,11030.00000000,10950.00000000,10950.00000000,908,11015.00000000,80.00000000,11249.0,10210.0,11235.0,10950.0
2025-01-10 00:00:00+00:00,10946.00000000,10953.00000000,10900.00000000,10931.00000000,1142,10950.00000000,53.00000000,11249.0,10210.0,11211.0,10900.0
2025-01-13 00:00:00+00:00,10924.00000000,10960.00000000,10923.00000000,10950.00000000,1039,10931.00000000,37.00000000,11249.0,10210.0,11150.0,10900.0
2025-01-14 00:00:00+00:00,10960.00000000,10960.00000000,10920.00000000,10940.00000000,357,10950.00000000,40.00000000,11249.0,10210.0,11150.0,10900.0
2025-01-15 00:00:00+00:00,10940.00000000,10959.00000000,10851.00000000,10915.00000000,1044,10940.00000000,108.00000000,11249.0,10210.0,11147.0,10851.0
2025-01-16 00:00:00+00:00,10904.00000000,10925.00000000,10857.00000000,10873.00000000,972,10915.00000000,68.00000000,11249.0,10210.0,11147.0,10851.0
2025-01-17 00:00:00+00:00,10869.00000000,10875.00000000,10795.00000000,10804.00000000,1714,10873.00000000,80.00000000,11249.0,10210.0,11101.0,10795.0
2025-01-20 00:00:00+00:00,10824.00000000,10865.00000000,10823.00000000,10842.00000000,3697,10804.00000000,61.00000000,11249.0,10210.0,11046.0,10795.0
2025-01-21 00:00:00+00:00,10848.00000000,10855.00000000,10826.00000000,10829.00000000,597,10842.00000000,29.00000000,11249.0,10210.0,11040.0,10795.0
2025-01-22 00:00:00+00:00,10838.00000000,10867.00000000,10759.00000000,10818.00000000,1986,10829.00000000,108.00000000,11249.0,10759.0,11030.0,10759.0
2025-01-23 00:00:00+00:00,10813.00000000,10819.00000000,10790.00000000,10800.00000000,769,10818.00000000,29.00000000,11235.0,10759.0,10960.0,10759.0
2025-01-24 00:00:00+00:00,10804.00000000,10815.00000000,10790.00000000,10809.00000000,1184,10800.00000000,25.00000000,11211.0,10759.0,10960.0,10759.0
2025-01-27 00:00:00+00:00,10807.00000000,10807.00000000,10716.00000000,10730.00000000,2752,10809.00000000,93.00000000,11150.0,10716.0,10960.0,10716.0
2025-01-28 00:00:00+00:00,10735.00000000,10736.00000000,10690.00000000,10696.00000000,2448,10730.00000000,46.00000000,11150.0,10690.0,10959.0,10690.0
2025-01-29 00:00:00+00:00,10708.00000000,10750.00000000,10708.00000000,10715.00000000,2601,10696.00000000,54.00000000,11147.0,10690.0,10925.0,10690.0
2025-01-30 00:00:00+00:00,10724.00000000,10765.00000000,10724.00000000,10743.00000000,2791,10715.00000000,50.00000000,11147.0,10690.0,10875.0,10690.0
2025-01-31 00:00:00+00:00,10750.00000000,10760.00000000,10685.00000000,10690.00000000,2976,10743.00000000,75.00000000,11101.0,10685.0,10867.0,10685.0
2025-02-03 00:00:00+00:00,10689.00000000,10689.00000000,10599.00000000,10616.00000000,2467,10690.00000000,91.00000000,11046.0,10599.0,10867.0,10599.0
2025-02-04 00:00:00+00:00,10616.00000000,10632.00000000,10560.00000000,10571.00000000,1698,10616.00000000,72.00000000,11040.0,10560.0,10867.0,10560.0
2025-02-05 00:00:00+00:00,10575.00000000,10747.00000000,10515.00000000,10697.00000000,6281,10571.00000000,232.00000000,11030.0,10515.0,10819.0,10515.0
2025-02-06 00:00:00+00:00,10686.00000000,10736.00000000,10624.00000000,10655.00000000,3547,10697.00000000,112.00000000,10960.0,10515.0,10815.0,10515.0
2025-02-07 00:00:00+00:00,10654.00000000,10733.00000000,10645.00000000,10698.00000000,3027,10655.00000000,88.00000000,10960.0,10515.0,10807.0,10515.0
2025-02-10 00:00:00+00:00,10707.00000000,10748.00000000,10625.00000000,10643.00000000,6207,10698.00000000,123.00000000,10960.0,10515.0,10765.0,10515.0
2025-02-11 00:00:00+00:00,10642.00000000,10645.00000000,10614.00000000,10644.00000000,3797,10643.00000000,31.00000000,10959.0,10515.0,10765.0,10515.0
