time,open,high,low,close,volume,prev_close,tr,max_20_donchian,min_20_donchian,max_10_donchian,min_10_donchian
2024-09-24 00:00:00+00:00,600.00000000,650.60000000,537.00000000,634.80000000,263,,113.60000000,,,,
2024-09-25 00:00:00+00:00,634.80000000,655.00000000,626.00000000,655.00000000,18,634.80000000,29.00000000,,,,
2024-09-26 00:00:00+00:00,656.00000000,699.30000000,650.00000000,665.80000000,99,655.00000000,49.30000000,,,,
2024-09-27 00:00:00+00:00,678.90000000,701.00000000,665.80000000,673.10000000,201,665.80000000,35.20000000,,,,
2024-09-30 00:00:00+00:00,674.00000000,687.50000000,672.00000000,687.00000000,59,673.10000000,15.50000000,,,,
2024-10-01 00:00:00+00:00,681.70000000,686.00000000,636.90000000,662.90000000,76,687.00000000,50.10000000,,,,
2024-10-02 00:00:00+00:00,659.90000000,661.00000000,644.80000000,657.20000000,28,662.90000000,18.10000000,,,,
2024-10-04 00:00:00+00:00,655.50000000,663.30000000,640.30000000,658.20000000,35,657.20000000,23.00000000,,,,
2024-10-07 00:00:00+00:00,657.60000000,657.60000000,649.00000000,649.00000000,4,658.20000000,9.20000000,,,,
2024-10-08 00:00:00+00:00,620.40000000,677.70000000,620.40000000,669.80000000,113,649.00000000,57.30000000,,,701.0,537.0
2024-10-09 00:00:00+00:00,661.20000000,673.00000000,661.20000000,666.30000000,39,669.80000000,11.80000000,,,701.0,620.4
2024-10-10 00:00:00+00:00,668.00000000,679.90000000,668.00000000,679.50000000,19,666.30000000,13.60000000,,,701.0,620.4
2024-10-11 00:00:00+00:00,678.00000000,680.00000000,662.50000000,662.50000000,34,679.50000000,17.50000000,,,701.0,620.4
2024-10-14 00:00:00+00:00,667.80000000,667.80000000,663.00000000,663.20000000,25,662.50000000,5.30000000,,,687.5,620.4
2024-10-15 00:00:00+00:00,677.60000000,698.70000000,667.30000000,675.70000000,15,663.20000000,35.50000000,,,698.7,620.4
2024-10-16 00:00:00+00:00,694.80000000,694.80000000,679.00000000,688.00000000,35,675.70000000,19.10000000,,,698.7,620.4
2024-10-17 00:00:00+00:00,690.00000000,690.30000000,669.00000000,688.90000000,44,688.00000000,21.30000000,,,698.7,620.4
2024-10-18 00:00:00+00:00,688.30000000,688.60000000,669.00000000,669.00000000,78,688.90000000,19.90000000,,,698.7,620.4
2024-10-21 00:00:00+00:00,667.30000000,667.30000000,665.10000000,665.10000000,12,669.00000000,3.90000000,,,698.7,620.4
2024-10-22 00:00:00+00:00,665.00000000,674.90000000,660.00000000,667.00000000,14,665.10000000,14.90000000,701.0,537.0,698.7,660.0
2024-10-23 00:00:00+00:00,656.00000000,664.00000000,654.30000000,664.00000000,22,667.00000000,12.70000000,701.0,620.4,698.7,654.3
2024-10-24 00:00:00+00:00,671.00000000,671.00000000,621.10000000,648.90000000,32,664.00000000,49.90000000,701.0,620.4,698.7,621.1
2024-10-25 00:00:00+00:00,626.40000000,666.60000000,626.40000000,633.00000000,86,648.90000000,40.20000000,701.0,620.4,698.7,621.1
2024-10-28 00:00:00+00:00,639.00000000,678.00000000,639.00000000,672.00000000,151,633.00000000,45.00000000,698.7,620.4,698.7,621.1
2024-10-29 00:00:00+00:00,672.00000000,694.90000000,671.20000000,694.40000000,39,672.00000000,23.70000000,698.7,620.4,694.9,621.1
2024-10-30 00:00:00+00:00,694.80000000,694.80000000,677.90000000,683.00000000,123,694.40000000,16.90000000,698.7,620.4,694.9,621.1
2024-10-31 00:00:00+00:00,694.30000000,694.80000000,683.50000000,694.70000000,18,683.00000000,11.80000000,698.7,620.4,694.9,621.1
2024-11-01 00:00:00+00:00,694.70000000,694.70000000,688.30000000,688.30000000,28,694.70000000,6.40000000,698.7,620.4,694.9,621.1
2024-11-02 00:00:00+00:00,677.00000000,678.10000000,676.00000000,676.00000000,8,688.30000000,12.30000000,698.7,620.4,694.9,621.1
2024-11-05 00:00:00+00:00,688.80000000,688.90000000,688.80000000,688.90000000,2,676.00000000,12.90000000,698.7,621.1,694.9,621.1
2024-11-06 00:00:00+00:00,691.80000000,693.00000000,660.10000000,660.10000000,45,688.90000000,32.90000000,698.7,621.1,694.9,621.1
2024-11-07 00:00:00+00:00,677.00000000,690.00000000,673.60000000,683.00000000,51,660.10000000,29.90000000,698.7,621.1,694.9,626.4
2024-11-08 00:00:00+00:00,704.20000000,706.70000000,677.80000000,686.60000000,32,683.00000000,28.90000000,706.7,621.1,706.7,639.0
2024-11-11 00:00:00+00:00,688.10000000,692.90000000,687.20000000,691.00000000,56,686.60000000,6.30000000,706.7,621.1,706.7,660.1
2024-11-12 00:00:00+00:00,699.00000000,750.60000000,689.10000000,714.70000000,138,691.00000000,61.50000000,750.6,621.1,750.6,660.1
2024-11-13 00:00:00+00:00,720.00000000,726.00000000,706.30000000,722.00000000,87,714.70000000,19.70000000,750.6,621.1,750.6,660.1
2024-11-14 00:00:00+00:00,739.00000000,777.00000000,707.00000000,754.70000000,248,722.00000000,70.00000000,777.0,621.1,777.0,660.1
2024-11-15 00:00:00+00:00,757.00000000,771.50000000,738.30000000,753.80000000,43,754.70000000,33.20000000,777.0,621.1,777.0,660.1
2024-11-18 00:00:00+00:00,769.00000000,789.90000000,755.90000000,766.20000000,165,753.80000000,36.10000000,789.9,621.1,789.9,660.1
2024-11-19 00:00:00+00:00,766.60000000,780.90000000,760.50000000,764.40000000,43,766.20000000,20.40000000,789.9,621.1,789.9,660.1
2024-11-20 00:00:00+00:00,776.60000000,788.90000000,762.00000000,766.60000000,22,764.40000000,26.90000000,789.9,621.1,789.9,673.6
2024-11-21 00:00:00+00:00,778.90000000,818.60000000,766.60000000,797.00000000,55,766.60000000,52.00000000,818.6,626.4,818.6,677.8
2024-11-22 00:00:00+00:00,797.00000000,812.00000000,781.10000000,790.30000000,34,797.00000000,30.90000000,818.6,639.0,818.6,687.2
2024-11-25 00:00:00+00:00,801.90000000,825.70000000,790.70000000,825.70000000,103,790.30000000,35.40000000,825.7,660.1,825.7,689.1
2024-11-26 00:00:00+00:00,827.00000000,926.40000000,826.90000000,895.80000000,329,825.70000000,100.70000000,926.4,660.1,926.4,706.3
2024-11-27 00:00:00+00:00,897.40000000,964.80000000,897.40000000,941.00000000,470,895.80000000,69.00000000,964.8,660.1,964.8,707.0
2024-11-28 00:00:00+00:00,940.90000000,973.60000000,940.90000000,946.70000000,175,941.00000000,32.70000000,973.6,660.1,973.6,738.3
2024-11-29 00:00:00+00:00,947.00000000,970.00000000,923.00000000,958.90000000,244,946.70000000,47.00000000,973.6,660.1,973.6,755.9
2024-12-02 00:00:00+00:00,965.80000000,965.80000000,947.60000000,959.90000000,107,958.90000000,18.20000000,973.6,660.1,973.6,760.5
2024-12-03 00:00:00+00:00,932.50000000,959.50000000,903.20000000,916.10000000,323,959.90000000,56.70000000,973.6,660.1,973.6,762.0
2024-12-04 00:00:00+00:00,903.50000000,936.00000000,881.90000000,913.70000000,167,916.10000000,54.10000000,973.6,673.6,973.6,766.6
2024-12-05 00:00:00+00:00,909.20000000,962.00000000,909.20000000,931.60000000,132,913.70000000,52.80000000,973.6,677.8,973.6,781.1
2024-12-06 00:00:00+00:00,959.00000000,1018.40000000,911.20000000,941.60000000,506,931.60000000,107.20000000,1018.4,687.2,1018.4,790.7
2024-12-09 00:00:00+00:00,950.80000000,961.00000000,925.50000000,945.80000000,40,941.60000000,35.50000000,1018.4,689.1,1018.4,826.9
2024-12-10 00:00:00+00:00,963.40000000,999.00000000,950.00000000,983.80000000,477,945.80000000,53.20000000,1018.4,706.3,1018.4,881.9
2024-12-11 00:00:00+00:00,1000.70000000,1047.50000000,981.20000000,1044.30000000,332,983.80000000,66.30000000,1047.5,707.0,1047.5,881.9
