time,open,high,low,close,volume,prev_close,tr,max_20_donchian,min_20_donchian,max_10_donchian,min_10_donchian
2024-06-21 00:00:00+00:00,21042.00000000,21042.00000000,21042.00000000,21042.00000000,2,,0E-8,,,,
2024-06-24 00:00:00+00:00,20304.00000000,20304.00000000,20304.00000000,20304.00000000,2,21042.00000000,738.00000000,,,,
2024-06-27 00:00:00+00:00,20523.00000000,20523.00000000,20300.00000000,20300.00000000,52,20304.00000000,223.00000000,,,,
2024-06-28 00:00:00+00:00,20502.00000000,20608.00000000,20502.00000000,20608.00000000,9,20300.00000000,308.00000000,,,,
2024-07-01 00:00:00+00:00,20371.00000000,20640.00000000,20371.00000000,20633.00000000,16,20608.00000000,269.00000000,,,,
2024-07-02 00:00:00+00:00,20502.00000000,20750.00000000,20502.00000000,20750.00000000,38,20633.00000000,248.00000000,,,,
2024-07-03 00:00:00+00:00,20897.00000000,20956.00000000,20750.00000000,20956.00000000,169,20750.00000000,206.00000000,,,,
2024-07-04 00:00:00+00:00,20868.00000000,20977.00000000,20790.00000000,20977.00000000,7,20956.00000000,187.00000000,,,,
2024-07-05 00:00:00+00:00,20999.00000000,21000.00000000,20836.00000000,20843.00000000,18,20977.00000000,164.00000000,,,,
2024-07-08 00:00:00+00:00,20827.00000000,20827.00000000,20668.00000000,20668.00000000,16,20843.00000000,175.00000000,,,21042.0,20300.0
2024-07-09 00:00:00+00:00,20831.00000000,20831.00000000,20754.00000000,20754.00000000,2,20668.00000000,163.00000000,,,21000.0,20300.0
2024-07-10 00:00:00+00:00,20700.00000000,21161.00000000,20511.00000000,20900.00000000,15,20754.00000000,650.00000000,,,21161.0,20300.0
2024-07-11 00:00:00+00:00,20978.00000000,21000.00000000,20741.00000000,20794.00000000,25,20900.00000000,259.00000000,,,21161.0,20371.0
2024-07-12 00:00:00+00:00,20768.00000000,21073.00000000,20768.00000000,21073.00000000,6,20794.00000000,305.00000000,,,21161.0,20371.0
2024-07-15 00:00:00+00:00,20939.00000000,21022.00000000,20853.00000000,21011.00000000,37,21073.00000000,220.00000000,,,21161.0,20502.0
2024-07-16 00:00:00+00:00,20850.00000000,21100.00000000,20850.00000000,21094.00000000,21,21011.00000000,250.00000000,,,21161.0,20511.0
2024-07-17 00:00:00+00:00,20901.00000000,20901.00000000,20521.00000000,20666.00000000,38,21094.00000000,573.00000000,,,21161.0,20511.0
2024-07-18 00:00:00+00:00,20663.00000000,20808.00000000,20347.00000000,20550.00000000,47,20666.00000000,461.00000000,,,21161.0,20347.0
2024-07-19 00:00:00+00:00,20497.00000000,20497.00000000,20115.00000000,20300.00000000,28,20550.00000000,435.00000000,,,21161.0,20115.0
2024-07-22 00:00:00+00:00,20177.00000000,20502.00000000,20154.00000000,20402.00000000,15,20300.00000000,348.00000000,21161.0,20115.0,21161.0,20115.0
2024-07-23 00:00:00+00:00,20601.00000000,20818.00000000,20300.00000000,20400.00000000,34,20402.00000000,518.00000000,21161.0,20115.0,21161.0,20115.0
2024-07-24 00:00:00+00:00,20180.00000000,20227.00000000,19901.00000000,20097.00000000,34,20400.00000000,499.00000000,21161.0,19901.0,21100.0,19901.0
2024-07-25 00:00:00+00:00,19901.00000000,20081.00000000,19679.00000000,19679.00000000,38,20097.00000000,418.00000000,21161.0,19679.0,21100.0,19679.0
2024-07-26 00:00:00+00:00,19900.00000000,20114.00000000,19900.00000000,20021.00000000,12,19679.00000000,435.00000000,21161.0,19679.0,21100.0,19679.0
2024-07-29 00:00:00+00:00,20121.00000000,20219.00000000,20020.00000000,20020.00000000,5,20021.00000000,199.00000000,21161.0,19679.0,21100.0,19679.0
2024-07-30 00:00:00+00:00,20188.00000000,20200.00000000,19574.00000000,19790.00000000,98,20020.00000000,626.00000000,21161.0,19574.0,20901.0,19574.0
2024-07-31 00:00:00+00:00,19888.00000000,20282.00000000,19888.00000000,20249.00000000,39,19790.00000000,492.00000000,21161.0,19574.0,20818.0,19574.0
2024-08-01 00:00:00+00:00,20250.00000000,20250.00000000,19820.00000000,20000.00000000,44,20249.00000000,430.00000000,21161.0,19574.0,20818.0,19574.0
2024-08-02 00:00:00+00:00,19810.00000000,19917.00000000,19360.00000000,19368.00000000,60,20000.00000000,640.00000000,21161.0,19360.0,20818.0,19360.0
2024-08-05 00:00:00+00:00,19290.00000000,19290.00000000,18447.00000000,18900.00000000,204,19368.00000000,921.00000000,21161.0,18447.0,20818.0,18447.0
2024-08-06 00:00:00+00:00,19119.00000000,19590.00000000,18348.00000000,19300.00000000,319,18900.00000000,1242.00000000,21161.0,18348.0,20282.0,18348.0
2024-08-07 00:00:00+00:00,19399.00000000,19424.00000000,18957.00000000,19158.00000000,78,19300.00000000,467.00000000,21100.0,18348.0,20282.0,18348.0
2024-08-08 00:00:00+00:00,19137.00000000,19410.00000000,19103.00000000,19410.00000000,16,19158.00000000,307.00000000,21100.0,18348.0,20282.0,18348.0
2024-08-09 00:00:00+00:00,19591.00000000,19591.00000000,19275.00000000,19275.00000000,20,19410.00000000,316.00000000,21100.0,18348.0,20282.0,18348.0
2024-08-12 00:00:00+00:00,19370.00000000,19689.00000000,19216.00000000,19400.00000000,43,19275.00000000,473.00000000,21100.0,18348.0,20282.0,18348.0
2024-08-13 00:00:00+00:00,19486.00000000,19742.00000000,19370.00000000,19742.00000000,59,19400.00000000,372.00000000,20901.0,18348.0,20282.0,18348.0
2024-08-14 00:00:00+00:00,19742.00000000,19834.00000000,19450.00000000,19623.00000000,82,19742.00000000,384.00000000,20818.0,18348.0,20250.0,18348.0
2024-08-15 00:00:00+00:00,19712.00000000,20188.00000000,19710.00000000,20000.00000000,163,19623.00000000,565.00000000,20818.0,18348.0,20188.0,18348.0
2024-08-16 00:00:00+00:00,20175.00000000,20290.00000000,20100.00000000,20277.00000000,89,20000.00000000,290.00000000,20818.0,18348.0,20290.0,18348.0
2024-08-19 00:00:00+00:00,20093.00000000,20421.00000000,20093.00000000,20257.00000000,112,20277.00000000,328.00000000,20818.0,18348.0,20421.0,18348.0
2024-08-20 00:00:00+00:00,20257.00000000,20549.00000000,20095.00000000,20500.00000000,98,20257.00000000,454.00000000,20549.0,18348.0,20549.0,18957.0
2024-08-21 00:00:00+00:00,20361.00000000,20516.00000000,20329.00000000,20482.00000000,31,20500.00000000,187.00000000,20549.0,18348.0,20549.0,19103.0
2024-08-22 00:00:00+00:00,20370.00000000,20400.00000000,20212.00000000,20290.00000000,48,20482.00000000,270.00000000,20549.0,18348.0,20549.0,19216.0
2024-08-23 00:00:00+00:00,20300.00000000,20449.00000000,20125.00000000,20449.00000000,48,20290.00000000,324.00000000,20549.0,18348.0,20549.0,19216.0
2024-08-26 00:00:00+00:00,20585.00000000,20600.00000000,20367.00000000,20496.00000000,18,20449.00000000,233.00000000,20600.0,18348.0,20600.0,19370.0
2024-08-27 00:00:00+00:00,20517.00000000,20517.00000000,20307.00000000,20312.00000000,69,20496.00000000,210.00000000,20600.0,18348.0,20600.0,19450.0
2024-08-28 00:00:00+00:00,20313.00000000,20462.00000000,20191.00000000,20191.00000000,56,20312.00000000,271.00000000,20600.0,18348.0,20600.0,19710.0
2024-08-29 00:00:00+00:00,20291.00000000,20479.00000000,20069.00000000,20264.00000000,98,20191.00000000,410.00000000,20600.0,18348.0,20600.0,20069.0
2024-08-30 00:00:00+00:00,20369.00000000,20369.00000000,20166.00000000,20220.00000000,13,20264.00000000,203.00000000,20600.0,18348.0,20600.0,20069.0
2024-09-02 00:00:00+00:00,20214.00000000,20291.00000000,20100.00000000,20291.00000000,92,20220.00000000,191.00000000,20600.0,18348.0,20600.0,20069.0
2024-09-03 00:00:00+00:00,20097.00000000,20145.00000000,19580.00000000,19686.00000000,284,20291.00000000,711.00000000,20600.0,18957.0,20600.0,19580.0
2024-09-04 00:00:00+00:00,19620.00000000,19620.00000000,19383.00000000,19390.00000000,93,19686.00000000,303.00000000,20600.0,19103.0,20600.0,19383.0
2024-09-05 00:00:00+00:00,19490.00000000,19540.00000000,19365.00000000,19400.00000000,21,19390.00000000,175.00000000,20600.0,19216.0,20600.0,19365.0
2024-09-06 00:00:00+00:00,19389.00000000,19389.00000000,19084.00000000,19168.00000000,93,19400.00000000,316.00000000,20600.0,19084.0,20600.0,19084.0
2024-09-09 00:00:00+00:00,19168.00000000,19293.00000000,19091.00000000,19186.00000000,67,19168.00000000,202.00000000,20600.0,19084.0,20517.0,19084.0
2024-09-10 00:00:00+00:00,19147.00000000,19469.00000000,19122.00000000,19376.00000000,100,19186.00000000,347.00000000,20600.0,19084.0,20479.0,19084.0
2024-09-11 00:00:00+00:00,19440.00000000,19687.00000000,19313.00000000,19651.00000000,253,19376.00000000,374.00000000,20600.0,19084.0,20479.0,19084.0
2024-09-12 00:00:00+00:00,19690.00000000,20075.00000000,19640.00000000,19916.00000000,319,19651.00000000,435.00000000,20600.0,19084.0,20369.0,19084.0
2024-09-13 00:00:00+00:00,20039.00000000,20188.00000000,19896.00000000,20035.00000000,67,19916.00000000,292.00000000,20600.0,19084.0,20291.0,19084.0
2024-09-16 00:00:00+00:00,20115.00000000,20282.00000000,20035.00000000,20081.00000000,406,20035.00000000,247.00000000,20600.0,19084.0,20282.0,19084.0
2024-09-17 00:00:00+00:00,20102.00000000,20369.00000000,20081.00000000,20208.00000000,343,20081.00000000,288.00000000,20600.0,19084.0,20369.0,19084.0
2024-09-18 00:00:00+00:00,20253.00000000,20519.00000000,19712.00000000,20125.00000000,499,20208.00000000,807.00000000,20600.0,19084.0,20519.0,19084.0
2024-09-19 00:00:00+00:00,20222.00000000,20516.00000000,20222.00000000,20414.00000000,364,20125.00000000,391.00000000,20600.0,19084.0,20519.0,19084.0
2024-09-20 00:00:00+00:00,20426.00000000,20427.00000000,20137.00000000,20258.00000000,443,20414.00000000,290.00000000,20600.0,19084.0,20519.0,19091.0
2024-09-23 00:00:00+00:00,20266.00000000,20349.00000000,20186.00000000,20290.00000000,495,20258.00000000,163.00000000,20519.0,19084.0,20519.0,19122.0
2024-09-24 00:00:00+00:00,20318.00000000,20500.00000000,20219.00000000,20491.00000000,465,20290.00000000,281.00000000,20519.0,19084.0,20519.0,19313.0
2024-09-25 00:00:00+00:00,20423.00000000,20555.00000000,20423.00000000,20445.00000000,362,20491.00000000,132.00000000,20555.0,19084.0,20555.0,19640.0
2024-09-26 00:00:00+00:00,20485.00000000,20693.00000000,20370.00000000,20499.00000000,429,20445.00000000,323.00000000,20693.0,19084.0,20693.0,19712.0
